user_id,item_id,rating,timestamp
100,242,4,883903588
100,171,5,883903589
100,111,5,883903590
100,256,4,883903591
100,256,4,883903592
101,132,4,890200153
101,33,3,890200154
101,699,4,890200155
101,499,4,890200156
101,499,4,890200157
102,1236,5,875481515
102,348,3,875481516
102,1237,4,875481517
102,1237,4,875481518
103,288,3,882226808
103,125,4,882226809
103,546,3,882226810
103,866,2,882226811
103,866,4,882226812
104,476,4,886204478
104,384,3,886204479
104,409,3,886204480
104,577,3,886204481
104,167,4,886204482
104,856,3,886204483
104,1052,3,886204484
104,1052,4,886204485
105,98,4,889465540
105,69,5,889465541
105,487,4,889465542
105,96,4,889465543
105,204,5,889465544
105,204,4,889465545
106,1016,4,891652601
106,147,3,891652602
106,121,4,891652603
106,405,1,891652604
106,825,2,891652605
106,827,2,891652606
106,840,3,891652607
106,840,3,891652608
107,752,2,889554363
107,748,3,889554364
107,327,4,889554365
107,264,3,889554366
107,343,4,889554367
107,343,4,889554368
108,828,4,880091887
108,107,5,880091888
108,244,4,880091889
108,275,4,880091890
108,313,4,880091891
108,313,5,880091892
109,264,4,888886242
109,259,2,888886243
109,325,2,888886244
109,325,4,888886245
110,405,4,890740992
110,121,4,890740993
110,931,4,890740994
110,931,4,890740995
111,545,3,874900983
111,715,3,874900984
111,1157,5,874900985
111,395,2,874900986
111,452,4,874900987
111,452,4,874900988
112,739,5,880981195
112,747,4,880981196
112,51,2,880981197
112,51,4,880981198
113,67,3,883142455
113,1249,4,883142456
113,364,3,883142457
113,364,4,883142458
114,311,5,882887739
114,321,3,882887740
114,286,4,882887741
114,326,5,882887742
114,896,4,882887743
114,896,5,882887744
115,315,5,879590189
115,347,4,879590190
115,354,5,879590191
115,346,4,879590192
115,346,5,879590193
116,127,3,879777652
116,325,5,879777653
116,595,3,879777654
116,595,4,879777655
117,195,3,888748308
117,191,4,888748309
117,210,4,888748310
117,171,5,888748311
117,527,4,888748312
117,153,3,888748313
117,156,2,888748314
117,156,4,888748315
118,511,3,892620596
118,82,3,892620597
118,4,4,892620598
118,96,5,892620599
118,177,5,892620600
118,177,5,892620601
119,896,3,875874917
119,902,3,875874918
119,903,4,875874919
119,303,3,875874920
119,303,3,875874921
119,916,2,875874922
119,916,5,875874923
120,298,4,887873725
120,1014,4,887873726
120,410,5,887873727
120,122,4,887873728
120,122,4,887873729
121,641,5,881489167
121,258,5,881489168
121,234,5,881489169
121,1079,5,881489170
121,1079,5,881489171
122,451,4,892148571
122,995,4,892148572
122,1265,5,892148573
122,269,3,892148574
122,294,5,892148575
122,917,5,892148576
122,917,4,892148577
123,97,4,875273817
123,204,4,875273818
123,402,4,875273819
123,318,5,875273820
123,242,5,875273821
123,242,4,875273822
124,546,4,889661414
124,257,5,889661415
124,117,4,889661416
124,117,4,889661417
125,411,4,876142361
125,405,4,876142362
125,235,3,876142363
125,472,5,876142364
125,717,5,876142365
125,717,4,876142366
126,470,5,877762981
126,1074,4,877762982
126,1168,3,877762983
126,1168,4,877762984
127,276,4,878858314
127,255,5,878858315
127,13,5,878858316
127,13,5,878858317
128,173,3,885128731
128,1,3,885128732
128,98,3,885128733
128,157,3,885128734
128,96,5,885128735
128,195,4,885128736
128,209,5,885128737
128,209,4,885128738
129,120,5,889406333
129,577,5,889406334
129,122,5,889406335
129,1093,5,889406336
129,383,5,889406337
129,1052,5,889406338
129,1052,5,889406339
130,1003,4,881199807
130,884,3,881199808
130,337,3,881199809
130,681,4,881199810
130,353,2,881199811
130,353,5,881199812
131,50,1,880436372
131,229,1,880436373
131,227,5,880436374
131,380,5,880436375
131,449,5,880436376
131,449,4,880436377
132,739,2,876518442
132,684,2,876518443
132,88,1,876518444
132,88,2,876518445
133,678,4,891477254
