user_id,item_id,rating,timestamp
1000880,4302,5.0,10780128
319526,1798,4.0,11174112
1216862,3013,3.0,11240640
2242345,3541,3.0,10914048
410857,3433,1.0,10904544
747810,1050,5.0,10223712
58726,1561,3.0,11241504
385367,2441,5.0,11239776
2398141,2680,4.0,11255328
2039154,4123,3.0,11243232
581199,1865,4.0,11078208
2187092,1220,4.0,11005632
1957700,1110,5.0,10764576
2574115,1044,5.0,11074752
1622594,483,3.0,10258272
262167,2259,5.0,11251872
795916,2874,2.0,11303712
1892872,1865,5.0,11303712
2029190,607,5.0,11129184
708690,1659,4.0,11162880
452299,4479,3.0,10925280
17421,1102,2.0,10960704
2145443,1799,3.0,10679040
1552885,4496,4.0,10729152
2234720,4141,4.0,11223360
197564,1854,3.0,10812096
2158839,1650,2.0,10072512
329534,3320,4.0,10841472
1941252,4432,4.0,11138688
879221,4267,3.0,11126592
2554750,571,4.0,10577088
1403378,2456,4.0,10766304
1091280,273,1.0,11144736
1911325,1902,4.0,11232864
2170392,3128,3.0,10750752
2516543,3638,4.0,11127456
960903,1470,4.0,10801728
1863894,3587,3.0,11060928
96124,1884,4.0,11044512
458017,187,3.0,10752480
1054137,2209,3.0,11188800
2047178,2192,3.0,11260512
1492392,2751,4.0,10689408
1352502,2342,3.0,11162880
1944918,1798,5.0,11207808
1885718,1902,5.0,11099808
962151,3638,3.0,10723968
2116751,2290,4.0,11285568
359068,3860,3.0,11228544
1538824,2554,3.0,11167200
417614,1700,3.0,9828000
972853,3910,4.0,10662624
2427575,3893,5.0,11054880
846687,1703,5.0,11212992
2332110,4310,4.0,11069568
1164651,3966,5.0,11065248
2118044,3151,2.0,11107584
201573,1220,2.0,11283840
2240921,1905,3.0,11200896
892229,1905,4.0,10857024
869845,3582,3.0,11243232
2078107,1962,3.0,11202624
1264758,483,3.0,11206080
1688724,2862,4.0,11031552
615442,1703,4.0,11140416
1730684,3670,3.0,10666080
1335241,1012,3.0,11101536
2353258,2379,4.0,10641888
401047,3960,4.0,11174976
598877,3611,3.0,10317888
1726869,4369,3.0,10297152
2524267,2452,4.0,11051424
1207758,771,5.0,11327904
2270708,1744,4.0,10908864
2272595,189,5.0,10581408
755976,2992,3.0,11198304
2068706,1314,3.0,11307168
2618139,3427,5.0,11202624
80652,2525,5.0,11011680
175058,2953,4.0,11016000
2578075,483,3.0,10749024
614096,2866,3.0,10947744
1378561,4302,2.0,11333088
1593530,2386,4.0,10911456
746819,2519,3.0,11238048
217262,3903,4.0,11061792
1275275,1001,3.0,10850112
805717,2122,1.0,10323072
1718002,2851,3.0,10799136
881876,331,3.0,10977120
1413155,759,2.0,11060928
964622,3796,4.0,10811232
2014563,357,3.0,11276928
1927424,1594,2.0,10780992
1237926,3398,4.0,11033280
450021,4341,4.0,10907136
1060605,3071,3.0,10935648
2617309,3825,4.0,11302848
800998,1264,5.0,11235456
361375,2284,3.0,10798272
2456279,2395,4.0,11077344
2243197,1625,3.0,10880352
2246066,1145,2.0,10298880
2176744,3315,3.0,11162880
2282605,2375,4.0,11071296
2228803,940,5.0,10918368
1662195,2938,5.0,11127456
1950809,3515,3.0,10736928
2591364,516,3.0,10519200
813382,4141,5.0,10873440
469822,468,1.0,11235456
2145441,859,5.0,11207808
1908104,4123,3.0,10730016
2234687,3095,5.0,11079072
1505455,3824,5.0,10705824
1490332,819,3.0,10423296
1166331,3385,4.0,11200896
