user_id,item_id,rating,timestamp
2649378,931,3.0,9923378
2649378,3309,3.0,9923379
2649378,3309,3.0,9923380
2649379,607,5.0,9656664
2649379,1833,2.0,9656665
2649379,1865,3.0,9656666
2649379,1865,4.0,9656667
2649380,2848,5.0,10744154
2649380,1202,5.0,10744155
2649380,1202,4.0,10744156
2649381,2352,3.0,11139620
2649381,406,3.0,11139621
2649381,406,4.0,11139622
2649382,3605,5.0,11180946
2649382,1865,5.0,11180947
2649382,30,2.0,11180948
2649382,1243,4.0,11180949
2649382,1243,4.0,11180950
2649383,2617,2.0,10253131
2649383,4432,3.0,10253132
2649383,2457,3.0,10253133
2649383,2457,4.0,10253134
2649384,3605,4.0,9627036
2649384,3684,4.0,9627037
2649384,3684,4.0,9627038
2649385,2594,1.0,9548546
2649385,3153,4.0,9548547
2649385,3153,5.0,9548548
2649386,2360,5.0,10634285
2649386,426,3.0,10634286
2649386,426,5.0,10634287
2649387,3290,3.0,9962386
2649387,2612,2.0,9962387
2649387,2612,4.0,9962388
2649388,1428,4.0,9602188
2649388,1220,2.0,9602189
2649388,1220,3.0,9602190
2649389,4043,4.0,9706145
2649389,1336,3.0,9706146
2649389,1336,4.0,9706147
2649390,4266,4.0,10537266
2649390,3463,3.0,10537267
2649390,273,3.0,10537268
2649390,273,4.0,10537269
2649391,199,3.0,10997981
2649391,1877,5.0,10997982
2649391,3197,4.0,10997983
2649391,3197,5.0,10997984
2649392,2955,3.0,9730762
2649392,223,4.0,9730763
2649392,223,4.0,9730764
2649393,3368,4.0,10024496
2649393,3333,3.0,10024497
2649393,3333,4.0,10024498
2649394,4356,2.0,9707106
2649394,1637,2.0,9707107
2649394,2200,3.0,9707108
2649394,4266,4.0,9707109
2649394,4266,4.0,9707110
2649395,2499,2.0,10680039
2649395,4356,4.0,10680040
2649395,4356,4.0,10680041
2649396,2612,1.0,10600050
2649396,331,4.0,10600051
2649396,638,3.0,10600052
2649396,4306,4.0,10600053
2649396,4306,4.0,10600054
2649397,962,4.0,9518726
2649397,3624,2.0,9518727
2649397,3624,3.0,9518728
2649398,1102,3.0,10814007
2649398,483,4.0,10814008
2649398,483,4.0,10814009
2649399,4171,3.0,10968948
2649399,1925,3.0,10968949
2649399,1925,3.0,10968950
2649400,4262,3.0,11039030
2649400,1543,3.0,11039031
2649400,1543,3.0,11039032
2649401,2955,3.0,11274420
2649401,2452,5.0,11274421
2649401,2452,4.0,11274422
2649402,1180,3.0,10282521
2649402,1066,4.0,10282522
2649402,401,3.0,10282523
2649402,361,4.0,10282524
2649402,361,4.0,10282525
2649403,2922,4.0,9929937
2649403,1962,3.0,9929938
2649403,2905,3.0,9929939
2649403,2905,4.0,9929940
2649404,2452,5.0,10574183
2649404,2178,4.0,10574184
2649404,2178,4.0,10574185
2649405,483,3.0,11336954
2649405,3427,4.0,11336955
2649405,3427,4.0,11336956
2649406,2861,5.0,9791324
2649406,1728,5.0,9791325
2649406,1728,5.0,9791326
2649407,2290,5.0,10056824
2649407,674,5.0,10056825
2649407,1502,5.0,10056826
2649407,1502,5.0,10056827
2649408,1542,3.0,10208489
2649408,295,4.0,10208490
2649408,295,4.0,10208491
2649409,3254,3.0,9514388
2649409,3153,5.0,9514389
2649409,3153,4.0,9514390
2649410,1145,2.0,9582862
2649410,3466,5.0,9582863
2649410,1878,4.0,9582864
2649410,1878,3.0,9582865
2649411,2112,2.0,10414111
2649411,1098,2.0,10414112
2649411,1098,3.0,10414113
2649412,985,4.0,9851681
2649412,886,5.0,9851682
2649412,1578,3.0,9851683
2649412,1578,4.0,9851684
2649413,2953,3.0,9532902
2649413,252,3.0,9532903
2649413,252,4.0,9532904
2649414,312,3.0,10861267
2649414,3225,3.0,10861268
2649414,3225,3.0,10861269
2649415,1202,2.0,11352209
2649415,1024,4.0,11352210
2649415,1024,3.0,11352211
2649416,2922,4.0,10785901
2649416,2660,4.0,10785902
2649416,2660,4.0,10785903
2649417,2348,3.0,10538912
2649417,734,1.0,10538913
2649417,734,4.0,10538914
2649418,2112,4.0,10093785
2649418,1220,4.0,10093786
2649418,1220,4.0,10093787
2649419,483,4.0,10993197
2649419,833,4.0,10993198
2649419,833,4.0,10993199
2649420,3962,5.0,10340878
2649420,2942,5.0,10340879
2649420,2942,5.0,10340880
2649421,2034,1.0,9554269
2649421,2114,2.0,9554270
2649421,3394,3.0,9554271
2649421,3394,4.0,9554272
2649422,3267,4.0,11033764
2649422,3165,4.0,11033765
2649422,2360,3.0,11033766
2649422,2342,4.0,11033767
2649422,2342,4.0,11033768
2649423,1467,4.0,10339283
2649423,3782,3.0,10339284
2649423,3782,4.0,10339285
2649424,1571,4.0,9975384
2649424,1792,4.0,9975385
2649424,8,3.0,9975386
2649424,8,4.0,9975387
2649425,798,4.0,10458049
2649425,413,3.0,10458050
2649425,2874,3.0,10458051
2649425,4432,3.0,10458052
2649425,3689,3.0,10458053
2649425,3689,4.0,10458054
2649426,3938,5.0,10760028
2649426,1646,3.0,10760029
2649426,4302,4.0,10760030
2649426,4302,4.0,10760031
2649427,3526,1.0,11129819
2649427,2874,3.0,11129820
2649427,2548,5.0,11129821
2649427,2548,4.0,11129822
2649428,331,5.0,10692352
2649428,3151,5.0,10692353
2649428,3151,4.0,10692354
2649429,3591,4.0,9704985
2649429,1589,2.0,9704986
2649429,1589,4.0,9704987
2649430,564,4.0,10602834
2649430,3013,4.0,10602835
2649430,1104,3.0,10602836
